framework,version,device,op_name,kernel_source,allreduce_dtype,num_gpus,message_size,latency,backend
vLLM,0.20.0,NVIDIA GB200,all_reduce,vLLM_custom_graph,bfloat16,2,128,0.006940799951553345,vllm_graph
vLLM,0.20.0,NVIDIA GB200,all_reduce,vLLM_custom_eager,bfloat16,2,128,0.06368768215179443,vllm_eager
vLLM,0.20.0,NVIDIA GB200,all_reduce,vLLM_custom_graph,bfloat16,2,256,0.006606079936027527,vllm_graph
vLLM,0.20.0,NVIDIA GB200,all_reduce,vLLM_custom_eager,bfloat16,2,256,0.06327968120574952,vllm_eager
vLLM,0.20.0,NVIDIA GB200,all_reduce,vLLM_custom_graph,bfloat16,2,512,0.007019839882850647,vllm_graph
vLLM,0.20.0,NVIDIA GB200,all_reduce,vLLM_custom_eager,bfloat16,2,512,0.060941758155822756,vllm_eager
vLLM,0.20.0,NVIDIA GB200,all_reduce,vLLM_custom_graph,bfloat16,2,1024,0.007025279998779296,vllm_graph
vLLM,0.20.0,NVIDIA GB200,all_reduce,vLLM_custom_eager,bfloat16,2,1024,0.06112991809844971,vllm_eager
vLLM,0.20.0,NVIDIA GB200,all_reduce,vLLM_custom_graph,bfloat16,2,2048,0.006815360188484191,vllm_graph
vLLM,0.20.0,NVIDIA GB200,all_reduce,vLLM_custom_eager,bfloat16,2,2048,0.059457921981811525,vllm_eager
vLLM,0.20.0,NVIDIA GB200,all_reduce,vLLM_custom_graph,bfloat16,2,4096,0.007029759883880615,vllm_graph
vLLM,0.20.0,NVIDIA GB200,all_reduce,vLLM_custom_eager,bfloat16,2,4096,0.059626560211181644,vllm_eager
vLLM,0.20.0,NVIDIA GB200,all_reduce,vLLM_custom_graph,bfloat16,2,8192,0.007021440267562866,vllm_graph
vLLM,0.20.0,NVIDIA GB200,all_reduce,vLLM_custom_eager,bfloat16,2,8192,0.052985281944274897,vllm_eager
vLLM,0.20.0,NVIDIA GB200,all_reduce,vLLM_custom_graph,bfloat16,2,16384,0.00700767993927002,vllm_graph
vLLM,0.20.0,NVIDIA GB200,all_reduce,vLLM_custom_eager,bfloat16,2,16384,0.05211743831634521,vllm_eager
vLLM,0.20.0,NVIDIA GB200,all_reduce,vLLM_custom_graph,bfloat16,2,32768,0.007014719843864441,vllm_graph
